appid,name,banner,woke,description
15100,"Assassin's Creed™: Director's Cut Edition","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/15100/header_292x136.jpg?t=1602600542",-1,"Contains overtly pro-DEI messaging. One of the opening screens is a diversity disclaimer that says this game was made by a 'multicultural team of various religious faiths and beliefs'."
223100,"Homefront®: The Revolution","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/223100/header_292x136.jpg?t=1614763860",-1,"Contains overtly pro-DEI and overtly anti-western society messaging. Features multiple female front-line combatants including a victim of sexual abuse and a Black, female engineer."
55100,"Homefront","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/55100/header_292x136.jpg?t=1709649918",-1,"Contains overtly anti-western society and overtly pro-DEI messaging. Portrays the US and its allies as weaker than N. Korea. Features an improbably diverse cast including a female front-line combatant"
311210,"Call of Duty®: Black Ops III","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/311210/header_292x136.jpg?t=1646763462",-1,"Contains overtly pro-DEI messaging. Features female front-line combatants, several of whom are special forces operators."
209160,"Call of Duty®: Ghosts","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/209160/header_292x136.jpg?t=1654830036",0,"Contains subtly pro-DEI messaging. Female player character option in multiplayer. The minor npc Kyra Mosley is a female astronaut seen carrying a submachine gun."
298110,"Far Cry® 4","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/298110/header_292x136.jpg?t=1694554696",-1,"Contains overtly pro-DEI messaging. Features female front-line combatants, several of whom are also leader figures."
203160,"Tomb Raider","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/203160/header_292x136.jpg?t=1729010886",-1,"Contains overtly pro-DEI, overtly anti-male, and overtly anti-patriarchy messaging. See the full review for details."
6900,"Hitman: Codename 47","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/6900/header_292x136.jpg?t=1732283914",-1,"Contains overtly pro-DEI messaging. Out of place diversity in a 1999 setting. There are Black policemen during Traditions of the Trade and Black, Dutch gang members during Gunrunners' Paradise."
2124490,"SILENT HILL 2","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2124490/header_292x136.jpg?t=1737565204",-1,"Contains overtly anti-family, overtly anti-male, overtly anti-patriarchy, overtly pro-DEI, and subtly pro-LGBTQ+ messaging. See the full review for spoilers."
1796580,"Sorry We're Closed","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1796580/header_292x136.jpg?t=1735338832",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters including the player character. Features multiple non-binary characters that use they/them pronouns."
1237950,"STAR WARS™ Battlefront™ II","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1237950/header_292x136.jpg?t=1701356407",-1,"Contains overtly pro-DEI messaging. Features female front-line combatants. The campaign player character is an Imperial special forces commander who is a WOC."
1262580,"Need for Speed™ Payback","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1262580/header_292x136.jpg?t=1692306558",-1,"Contains overtly pro-DEI and subtly pro-immigration messaging. Features an artificially diverse cast of characters: 2 White (M and F), 2 Black (M and F), 1 Asian. Two are also immigrants."
115320,"Prototype 2","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/115320/header_292x136.jpg?t=1655761001",-1,"Contains overtly pro-DEI messaging. Replaces the White player character from the previous game with a Black one. See the full review for spoilers."
10150,"Prototype™","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/10150/header_292x136.jpg?t=1655760765",0,"Contains subtly anti-family messaging. See the full review for spoilers."
1123770,"Curse of the Dead Gods","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1123770/header_292x136.jpg?t=1727864458",1,"Contains no Woke content."
12710,"Overlord™: Raising Hell","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/12710/header_292x136.jpg?t=1729270521",1,"Contains no Woke content."
1522820,"Orcs Must Die! 3","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1522820/header_292x136.jpg?t=1726499308",1,"Contains no Woke content."
201790,"Orcs Must Die! 2","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/201790/header_292x136.jpg?t=1725042613",1,"Contains no Woke content."
102600,"Orcs Must Die!","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/102600/header_292x136.jpg?t=1734470054",1,"Contains no Woke content."
307780,"Mortal Kombat X","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/307780/header_292x136.jpg?t=1698957913",-1,"Contains overtly pro-LGBTQ+ messaging. Kung Jin is gay. Mileena and Tanya are a lesbian couple."
564530,"Pharaoh + Cleopatra","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/564530/header_292x136.jpg?t=1481822384",1,"Contains no Woke content."
241930,"Middle-earth™: Shadow of Mordor™","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/241930/header_292x136.jpg?t=1729788851",0,"Contains subtly pro-DEI messaging. Features multiple improbable human female front-line combatants/leaders and an unlikely Haradrim officer fighting for Gondor."
322170,"Geometry Dash","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/322170/header_292x136.jpg?t=1703006148",1,"Contains no Woke content."
1284190,"The Planet Crafter","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1284190/header_292x136.jpg?t=1736781400",0,"Contains subtly pro-communism/socialism, subtly anti-human, and subtly anti-colonialism messaging. See the full review for spoilers."
1864950,"Beastieball","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1864950/header_292x136.jpg?t=1731620973",-1,"Contains overtly pro-LGBTQ+ messaging. No distinction between male/female during character creation. Pronoun selection including an option for they/them which is the default."
2943280,"Dustland Delivery","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2943280/header_292x136.jpg?t=1734593816",-1,"Contains overtly pro-LGBTQ+ messaging. All crew members are referred to using they/them pronouns. Homosexual romance options."
2521380,"Legacy of Kain™ Soul Reaver 1&2 Remastered","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2521380/header_292x136.jpg?t=1734033052",0,"Contains subtly pro-LGBTQ+ messaging. The Water Glyph Altar statue was initially altered to look less feminine and more androgynous. This was somewhat corrected after online backlash."
1167750,"The Lamplighters League","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1167750/header_292x136.jpg?t=1707725146",-1,"Contains overtly pro-DEI messaging. Out-of-place diversity in a 1930's setting. Features multiple improbable female front-line combatants. 7 of the 11 playable characters are women."
2318480,"Last Train Outta' Wormtown","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2318480/header_292x136.jpg?t=1737135578",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple pride flag cosmetics."
1451940,"NEEDY STREAMER OVERLOAD","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1451940/header_292x136.jpg?t=1730165409",-1,"Contains overtly pro-DEI and subtly anti-free speech messaging. Features a story about mental illness, including depression. Tasks the player with content moderation."
1255460,"Space Station 14","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1255460/header_292x136.jpg?t=1735643982",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection including an option for they/them."
1774580,"STAR WARS Jedi: Survivor™","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1774580/header_292x136.jpg?t=1701206599",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters and relationships."
1172380,"STAR WARS Jedi: Fallen Order™","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1172380/header_292x136.jpg?t=1725901454",-1,"Contains overtly pro-LGBTQ+ messaging. A major character is revealed to be LGBTQ+ and had a same-sex lover."
371660,"Far Cry® Primal","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/371660/header_292x136.jpg?t=1694554883",-1,"Contains overtly pro-DEI and subtly pro-LGBTQ+ messaging. There is no evidence in support of matriarchal societies/figures existing during the Stone Age. 2 male npcs appear to be a gay couple."
1571220,"Chessplosion","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1571220/header_292x136.jpg?t=1735831129",-1,"Contains overtly pro-LGBTQ+ messaging. Trans pride flag color scheme available for board customization."
283270,"Jagged Alliance 1: Gold Edition","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/283270/header_292x136.jpg?t=1725004963",-1,"Contains overtly pro-DEI and subtly pro-LGBTQ+ messaging. Features multiple female front-line combatants with improbable biographies. Dr. Margaret Trammel is a lesbian."
2457220,"Avowed","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2457220/header_292x136.jpg?t=1738972902",-1,"Contains overtly pro-LGBTQ+ messaging. Pronoun selection."
2537590,"Microsoft Flight Simulator 2024","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2537590/header_292x136.jpg?t=1737043940",-1,"Contains overtly pro-DEI and subtly pro-LGBTQ+ messaging. Uses unlabled presets during character customization. Despite White males being ~90% of pilots, the presets are overwhelmingly POC."
1874000,"Life is Strange: Double Exposure","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1874000/header_292x136.jpg?t=1737640255",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters and interactions. There is a prominent rainbow flag in the Snapping Turtle bar."
957960,"Inkulinati","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/957960/header_292x136.jpg?t=1736356670",0,"Contains subtly pro-DEI messaging. Portrays women of the Middle Ages, including Hildegard von Bingen, as fantasy combat leaders."
1249970,"Test Drive Unlimited Solar Crown","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1249970/header_292x136.jpg?t=1735226224",0,"Contains subtly pro-LGBTQ+ messaging. Uses unlabeled presets instead of a clear male/female distinction during character customization. Cross-dressing options."
2343160,"ROGUE-FP","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2343160/header_292x136.jpg?t=1739075421",1,"Contains no Woke content."
2230110,"Fae Farm","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2230110/header_292x136.jpg?t=1738166508",-1,"Contains overtly pro-LGBTQ+ messaging. Uses body type in place of biological sex during character creation. Pronoun selection including an option for they/them. Galan is non-binary and uses they/them"
1684930,"CULTIC","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1684930/header_292x136.jpg?t=1729157129",1,"Contains no Woke content."
1361210,"Warhammer 40,000: Darktide","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1361210/header_292x136.jpg?t=1733236286",-1,"Contains overtly pro-LGBTQ+ messaging. Uses body type in place of biological sex during character creation."
1508400,"Kaiju Wars","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1508400/header_292x136.jpg?t=1726458171",0,"Contains subtly pro-DEI and subtly pro-climate action messaging. No distinction between a male/female player character. The player character is referred to using a custom title and honorific."
780290,"Gloomhaven","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/780290/header_292x136.jpg?t=1738315977",-1,"Contains overtly pro-DEI messaging. Out-of-place diversity in a 'medieval' setting. The Scoundrel class is a WOC. Multiple other units are POC with no explanation as to how such diversity exists."
952060,"Resident Evil 3","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/952060/header_292x136.jpg?t=1728438347",-1,"Contains overtly pro-DEI messaging. This remake has made substantial changes to Jill's character and the events of the original story. Her outfit was also changed for 'practicality' reasons."
581320,"Insurgency: Sandstorm","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/581320/header_292x136.jpg?t=1738580902",-1,"Contains overtly pro-DEI and subtly anti-western society messaging. Features female front-line combatants in the Security Forces faction. Portrays ME armed groups in a 'politically correct' way."
368620,"Timespinner","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/368620/header_292x136.jpg?t=1695658139",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters, including the player character. The player character's love interest is trans."
552500,"Warhammer: Vermintide 2","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/552500/header_292x136_alt_assets_17.jpg?t=1737986016",1,"Contains no Woke content."
235540,"Warhammer: End Times - Vermintide","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/235540/header_292x136.jpg?t=1729084164",1,"Contains no Woke content."
597230,"Shotgun Legend","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/597230/header_292x136.jpg?t=1729621129",1,"Contains no Woke content."
2688950,"Planet Coaster 2","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2688950/header_292x136.jpg?t=1734083698",-1,"Contains overtly pro-LGBTQ+ messaging. Uses body shape 1 and 2 in place of biological sex during avatar customization."
976310,"Mortal Kombat 11","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/976310/header_292x136.jpg?t=1699983920",-1,"Contains overtly pro-DEI and overtly pro-LGBTQ+ messaging. Jax's ending has him preaching about racism against Black people in the US. Kung Jin is gay. Mileena and Tanya are a lesbian couple."
612390,"Dandara: Trials of Fear Edition","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/612390/header_292x136.jpg?t=1726577284",-1,"Contains overtly pro-DEI messaging. The player character is a WOC fighting against oppression. She is based on a historical figure from Brazil who fought against slavery."
699170,"Fell Seal: Arbiter's Mark","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/699170/header_292x136.jpg?t=1736373773",-1,"Contains overtly pro-DEI messaging. The main female character is a Mary Sue who fights against corrupt aristocrats."
2328760,"Pinball FX","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2328760/header_292x136.jpg?t=1734082312",-1,"Contains overtly pro-DEI messaging. The Women of Power dlc features female superheroes from the Marvel Universe."
32450,"LEGO® Indiana Jones™ 2: The Adventure Continues","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/32450/header_292x136.jpg?t=1724886380",-1,"Contains overtly pro-DEI messaging. Features improbable female combatants, particularly for an early 20th century setting."
32330,"LEGO® Indiana Jones™: The Original Adventures","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/32330/header_292x136.jpg?t=1699055876",-1,"Contains overtly pro-DEI messaging. Features improbable female combatants, particularly for an early 20th century setting."
311770,"LEGO® Pirates of the Caribbean: The Video Game","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/311770/header_292x136.jpg?t=1699057154",-1,"Contains overtly pro-DEI messaging. Features out-of-place diversity in a 17-18th century setting, including improbable female pirates."
331750,"Disney•Pixar WALL-E","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/331750/header_292x136.jpg?t=1604518685",-1,"Contains overtly pro-climate action messaging. Takes place on a version of Earth covered in garbage. The player character is a trash-compacting robot."
1147550,"Not For Broadcast","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1147550/header_292x136.jpg?t=1733137855",-1,"Contains overtly pro-LGBTQ+ messaging. Features multiple LGBTQ+ characters. Multiple characters are referred to using they/them pronouns, including the player character."
1089980,"The Henry Stickmin Collection","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1089980/header_292x136.jpg?t=1619212064",-1,"Contains overtly pro-LGBTQ+ messaging. In Stealing the Diamond, Sam Turner is non-binary. In Completing the Mission, Ellry is non-binary. Both are referred to using they/them pronouns."
296970,"Renowned Explorers: International Society","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/296970/header_292x136.jpg?t=1678189270",-1,"Contains overtly pro-DEI messaging. Out-of-place diversity in a 19th century setting."
12310,"Culpa Innata","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/12310/header_292x136.jpg?t=1574112644",0,"Contains messaging about Globalism. Pro or anti is unclear. The game's setting is a globalist, totalitarian society which is described as 'incomprehensively inhumane'."
1336490,"Against the Storm","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1336490/header_292x136.jpg?t=1738516996",0,"Contains subtly pro-DEI messaging. Diversity is a central theme. The human portraits are both female. The only human trader is female. No distinction between male/female human workers."
244090,"Sid Meier’s Ace Patrol: Pacific Skies","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/244090/header_292x136.jpg?t=1568756707",-1,"Contains overtly pro-DEI messaging. Features women and POC in historically inaccurate roles during WW2."
244070,"Sid Meier’s Ace Patrol","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/244070/header_292x136.jpg?t=1568756608",-1,"Contains overtly pro-DEI messaging. Features women and POC in historically inaccurate roles during WW1."
537800,"Bomber Crew","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/537800/header_292x136.jpg?t=1733154195",-1,"Contains overtly pro-DEI messaging. Features women and POC in historically inaccurate roles during WW2."
776340,"Gay World","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/776340/header_292x136.jpg?t=1695905319",-1,"Contains overtly pro-LGBTQ+ and overtly anti-heterosexual messaging. Features a setting where straight people are arrested and forced to engage in homoerotic activity."
1172710,"Dune: Awakening","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1172710/header_292x136.jpg?t=1738357602",-1,"Contains overtly pro-LGBTQ+ messaging. Uses body type in place of biological sex during character creation."
2807150,"Worshippers of Cthulhu","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2807150/header_292x136_alt_assets_2.jpg?t=1738581513",0,"Contains subtly pro-DEI messaging. The assistant priest is Black and has a Jamaican accent despite all other npcs being White. Workers can be assigned any role no matter their sex."
3010970,"Climate Survivors","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3010970/header_292x136.jpg?t=1727690446",-1,"Contains overtly pro-climate action messaging. The entire game is based on the climate action agenda."
3146520,"WEBFISHING","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3146520/header_292x136.jpg?t=1728673229",-1,"Contains overtly pro-LGBTQ+ messaging. Multiple LGBTQ+ themed titles and clothing options available in the General Store."
2878980,"NBA 2K25","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2878980/header_292x136.jpg?t=1736525487",-1,"Contains overtly pro-DEI messaging. The Myplayer clothes shop features apparel with BLM slogans."
1585180,"Drova - Forsaken Kin","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1585180/header_292x136.jpg?t=1737619600",-1,"Contains overtly pro-LGBTQ+ and overtly pro-DEI messaging. Uses physique 1 and 2 in place of biological sex during character creation. Out-of-place diversity in a world based on Celtic mythology."
1332720,"Thief Simulator 2","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1332720/header_292x136.jpg?t=1737369499",-1,"Contains overtly pro-DEI, subtly pro-LGBTQ+, and subtly anti-free speech messaging. See the full review for details."
2334990,"Green New Deal Simulator","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2334990/header_292x136.jpg?t=1683485535",-1,"Contains overtly pro-climate action messaging."
2486750,"Beecarbonize","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2486750/header_292x136.jpg?t=1730723247",-1,"Contains overtly pro-climate action messaging. 'an environmental card strategy game with climate change as your opponent.' The entire game is based on the climate action agenda."
729000,"Wytchwood","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/729000/header_292x136.jpg?t=1705693631",-1,"Contains overtly pro-DEI and overtly pro-LGBTQ+ messaging. Out of place diversity. The mermaid is plus-sized and refers to her former lover using they/them pronouns. The nobles' wealth is 'stolen'."
1600370,"Not Tonight 2","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1600370/header_292x136.jpg?t=1652095478",-1,"Contains overtly pro-DEI and overtly pro-LGBTQ+ messaging. Features POC from Seattle having to save their Hispanic friend from a totalitarian government that wants to deport him. No sex listed on IDs."
733790,"Not Tonight","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/733790/header_292x136.jpg?t=1728054964",-1,"Contains overtly pro-DEI and pro-LGBTQ+ messaging. Portrays post-Brexit Britain as a totalitarian dystopia. No sex distinction during character creation. Your character is referred to as they/them."
1261760,"Democratic Socialism Simulator","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1261760/header_292x136.jpg?t=1683485573",-1,"Contains overtly pro-socialism and overtly pro-LGBTQ+ messaging. The president is referred to as 'him/her/them'."
1166090,"EnviroGolf","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1166090/header_292x136.jpg?t=1577824631",-1,"Contains overtly pro-climate action messaging. Demonizes golfers and golf-courses by highlighting potentially negative environmental impacts of the sport. Calls the player 'poison to the Earth.'"
80200,"Fate of the World","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/80200/header_292x136.jpg?t=1710370394",-1,"Contains overtly pro-climate action messaging. The entire game is based on the climate action agenda. The monsters symbolize 'climate hazards'."
867210,"Songs of Conquest","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/867210/header_292x136.jpg?t=1734601303",-1,"Contains overtly pro-DEI messaging. Out-of-place diversity. Features an improbably high number of female front-line combatants and military authority figures."
2967990,"Train Sim World® 5","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2967990/header_292x136_alt_assets_0.jpg?t=1738867922",-1,"Contains overtly pro-LGBTQ+ messaging. The DB BR 403 ICE 3 Railbow DLC features a pride flag, mirroring Deutsche Bahn's real-world 'Pride Initiative.'"
2172010,"Until Dawn™","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2172010/header_292x136.jpg?t=1737496446",-1,"Contains overtly pro-DEI messaging. Prominently features a Black male - Asian female couple as 2 of the 8 main characters in the game. See the full review for interracial marriage demographic data."
2442380,"SNK VS. CAPCOM SVC CHAOS","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2442380/header_292x136.jpg?t=1721504892",-1,"Contains overtly pro-DEI messaging. Despite having a content warning at the start of the game, this version still engages in censorship of female appearances."
1546990,"Grand Theft Auto: Vice City – The Definitive Edition","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1546990/header_292x136.jpg?t=1676922450",-1,"Contains overtly Woke messaging. Multiple VCPR shows feature exaggerated versions of right-wingers who are made to seem ridiculous and ridiculed. No show features exaggerated versions of left-wingers."
1815780,"Asphalt Legends Unite","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1815780/header_292x136.jpg?t=1738628912",-1,"Contains overtly pro-LGBTQ+ messaging. Introduced a 'Pride Month' event in June 2023."
1248130,"Farming Simulator 22","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1248130/header_292x136.jpg?t=1715068241",0,"Contains subtly pro-LGBTQ+ messaging. No distinction between male/female during character creation."
795420,"The Darkside Detective: A Fumble in the Dark","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/795420/header_292x136.jpg?t=1735923196",-1,"Contains overtly pro-LGBTQ+, subtly pro-DEI, overtly anti-capitalism, and subtly pro-communism messaging. See the full review for details."
